price,area,price_per_m2,location,bedroom,bathroom
Giá thỏa thuận,70 m²,,"Ngô Quyền, Hải Phòng",5,7
"9,5 tỷ",270 m²,"35,18 tr/m²","Quận 12, Hồ Chí Minh",3,3
Giá thỏa thuận,3.900 m²,,"Nhơn Trạch, Đồng Nai",,
"2,65 tỷ",60 m²,"44,17 tr/m²","Quận 9, Hồ Chí Minh",2,2
"3,5 tỷ","42,5 m²","82,35 tr/m²","Hà Đông, Hà Nội",3,2
"6,72 tỷ",56 m²,120 tr/m²,"Phủ Lý, Hà Nam",,
"4,3 tỷ",160 m²,"26,88 tr/m²","Phan Thiết, Bình Thuận",4,3
"5,9 tỷ",56 m²,"105,36 tr/m²","Ba Đình, Hà Nội",1,1
135 tỷ,236 m²,"572,03 tr/m²","Ngũ Hành Sơn, Đà Nẵng",3,3
"7,9 tỷ",129 m²,"61,24 tr/m²","Bắc Từ Liêm, Hà Nội",3,2
"1,93 tỷ",32 m²,"60,31 tr/m²","Bình Tân, Hồ Chí Minh",2,2
5 tỷ,100 m²,50 tr/m²,"Bắc Từ Liêm, Hà Nội",3,3
"8,3 tỷ",160 m²,"51,88 tr/m²","Hội An, Quảng Nam",,
1 tỷ,100 m²,10 tr/m²,"Đông Sơn, Thanh Hóa",,
260 triệu,200 m²,"1,3 tr/m²","Tân Phú Đông, Tiền Giang",,
"2,85 tỷ",83 m²,"34,34 tr/m²","Thủ Đức, Hồ Chí Minh",2,
"3,5 tỷ","74,83 m²","46,77 tr/m²","Hai Bà Trưng, Hà Nội",2,2
"3,05 tỷ",57 m²,"53,51 tr/m²","Long Biên, Hà Nội",2,1
"6,2 tỷ",150 m²,"41,33 tr/m²","Ngũ Hành Sơn, Đà Nẵng",3,3
"2,8 tỷ",38 m²,"73,68 tr/m²","Cầu Giấy, Hà Nội",,
"4,6 tỷ",1.000 m²,"4,6 tr/m²","Nhơn Trạch, Đồng Nai",,
3 tỷ,24 m²,125 tr/m²,"Bình Tân, Hồ Chí Minh",2,2
3 tỷ,24 m²,125 tr/m²,"Bình Tân, Hồ Chí Minh",2,2
"15,2 tỷ",80 m²,190 tr/m²,"Long Biên, Hà Nội",5,5
"10,88 tỷ",75 m²,145 tr/m²,"Hoài Đức, Hà Nội",,
"4,2 tỷ","78,6 m²","53,44 tr/m²","Sơn Trà, Đà Nẵng",2,2
"18,5 tỷ",86 m²,"215,12 tr/m²","Long Biên, Hà Nội",5,5
"7,85 tỷ",53 m²,"148,11 tr/m²","Hà Đông, Hà Nội",3,3
"3,1 tỷ",200 m²,"15,5 tr/m²","Đất Đỏ, Bà Rịa Vũng Tàu",,
4 tỷ,89 m²,45 tr/m²,"Hà Đông, Hà Nội",3,
"9,7 tỷ",117 m²,"82,91 tr/m²","Quận 7, Hồ Chí Minh",3,2
"2,7 tỷ",100 m²,"26,95 tr/m²","Bà Rịa, Bà Rịa Vũng Tàu",3,2
"7,5 tỷ",57 m²,"131,58 tr/m²","Tân Phú, Hồ Chí Minh",4,5
Giá thỏa thuận,39 m²,,"Nam Từ Liêm, Hà Nội",3,4
"2,6 tỷ",70 m²,"37,14 tr/m²","Lê Chân, Hải Phòng",2,2
"24,9 tỷ",360 m²,"69,17 tr/m²","Xuyên Mộc, Bà Rịa Vũng Tàu",3,3
25 tỷ,140 m²,"178,57 tr/m²","Quận 9, Hồ Chí Minh",,
Giá thỏa thuận,50 m²,,"Tây Hồ, Hà Nội",5,5
"1,98 tỷ","56,9 m²","34,78 tr/m²","Lê Chân, Hải Phòng",2,1
"8,5 tỷ",100 m²,85 tr/m²,"Quận 2, Hồ Chí Minh",3,2
"36,5 tỷ",106 m²,"344,34 tr/m²","Nam Từ Liêm, Hà Nội",,
"5,98 tỷ",42 m²,"142,38 tr/m²","Đống Đa, Hà Nội",7,4
Giá thỏa thuận,50 m²,,"Tân Phú, Hồ Chí Minh",4,4
17 tỷ,"77,5 m²","219,36 tr/m²","Long Biên, Hà Nội",6,7
"8,53 tỷ",56 m²,"152,38 tr/m²","Phủ Lý, Hà Nam",3,3
54 tỷ,180 m²,300 tr/m²,"Quận 2, Hồ Chí Minh",4,3
"15,9 tỷ",76 m²,"209,21 tr/m²","Quận 2, Hồ Chí Minh",2,2
45 tỷ,137 m²,"328,47 tr/m²","Quận 2, Hồ Chí Minh",3,
"8,2 tỷ",38 m²,"215,79 tr/m²","Ba Đình, Hà Nội",4,4
"2,85 tỷ",518 m²,"5,5 tr/m²","Thốt Nốt, Cần Thơ",3,2
"8,5 tỷ",98 m²,"86,74 tr/m²","Quận 7, Hồ Chí Minh",2,2
"13,9 tỷ",70 m²,"198,57 tr/m²","Đống Đa, Hà Nội",3,
"10,5 tỷ",87 m²,"120,69 tr/m²","Quận 7, Hồ Chí Minh",2,2
"2,6 tỷ",100 m²,26 tr/m²,"Sóc Sơn, Hà Nội",,
"19,6 tỷ",92 m²,"213,04 tr/m²","Bắc Từ Liêm, Hà Nội",21,21
"6,07 tỷ",132 m²,46 tr/m²,"Nhà Bè, Hồ Chí Minh",,
9 tỷ,120 m²,75 tr/m²,"Cam Ranh, Khánh Hòa",3,4
17 tỷ,55 m²,"309,09 tr/m²","Hoàng Mai, Hà Nội",5,5
"3,5 tỷ",100 m²,35 tr/m²,"An Lão, Hải Phòng",,
"2,7 tỷ",69 m²,"39,13 tr/m²","Quận 9, Hồ Chí Minh",2,2
"16,9 tỷ",155 m²,"109,03 tr/m²","Gò Vấp, Hồ Chí Minh",,
"6,5 tỷ",100 m²,65 tr/m²,"Ngô Quyền, Hải Phòng",4,4
30 tỷ,83 m²,"361,45 tr/m²","Thanh Xuân, Hà Nội",,
19 tỷ,299 m²,"63,54 tr/m²","Hải Châu, Đà Nẵng",,
"14,5 tỷ",40 m²,"362,5 tr/m²","Cầu Giấy, Hà Nội",4,3
"2,58 tỷ","53,4 m²","48,32 tr/m²","Hà Đông, Hà Nội",2,1
"13,9 tỷ",300 m²,"46,33 tr/m²","Long Biên, Hà Nội",,
"7,1 tỷ",35 m²,"202,86 tr/m²","Đống Đa, Hà Nội",5,5
6 tỷ,97 m²,"61,86 tr/m²","Long Biên, Hà Nội",3,2
"8,3 tỷ",68 m²,"122,06 tr/m²","Ngũ Hành Sơn, Đà Nẵng",3,3
"6,3 tỷ",106 m²,"59,43 tr/m²","Quận 7, Hồ Chí Minh",2,2
68 tỷ,200 m²,340 tr/m²,"Cầu Giấy, Hà Nội",,
Giá thỏa thuận,80 m²,,"Hoài Đức, Hà Nội",6,6
"3,5 tỷ",3.071 m²,"1,14 tr/m²","Đức Hòa, Long An",,
"10,35 tỷ",43 m²,"240,7 tr/m²","Tây Hồ, Hà Nội",10,10
Giá thỏa thuận,88 m²,,"Vinh, Nghệ An",4,4
"16,2 tỷ",68 m²,"238,24 tr/m²","Đống Đa, Hà Nội",18,18
"17,9 tỷ",74 m²,"241,89 tr/m²","Hà Đông, Hà Nội",5,5
"2,6 tỷ",123 m²,"21,14 tr/m²","Điện Bàn, Quảng Nam",,
35 tỷ,100 m²,350 tr/m²,"Đông Anh, Hà Nội",,
Giá thỏa thuận,40 m²,,"Nam Từ Liêm, Hà Nội",3,4
Giá thỏa thuận,100 m²,,"Văn Lâm, Hưng Yên",,
Giá thỏa thuận,100 m²,,"Văn Lâm, Hưng Yên",,
"7,9 tỷ",152 m²,52 tr/m²,"Nha Trang, Khánh Hòa",,
"9,9 tỷ",100 m²,99 tr/m²,"Nam Từ Liêm, Hà Nội",3,2
Giá thỏa thuận,70 m²,,"Nam Từ Liêm, Hà Nội",2,2
Giá thỏa thuận,67 m²,,"Nam Từ Liêm, Hà Nội",2,2
"3,2 tỷ","93,76 m²","34,13 tr/m²","Phan Rang - Tháp Chàm, Ninh Thuận",,
"5,9 tỷ",441 m²,"13,38 tr/m²","Thủ Đức, Hồ Chí Minh",,
"1,5 tỷ",1.000 m²,"1,5 tr/m²","Kim Bôi, Hòa Bình",,
"3,85 tỷ",46 m²,"83,7 tr/m²","Hai Bà Trưng, Hà Nội",1,1
"6,5 tỷ",128 m²,"50,77 tr/m²","Hai Bà Trưng, Hà Nội",4,3
190 tỷ,144 m²,"1,32 tỷ/m²","Quận 1, Hồ Chí Minh",,
"8,4 tỷ","49,5 m²","169,7 tr/m²","Bình Thạnh, Hồ Chí Minh",4,
Giá thỏa thuận,85 m²,,"Tân Uyên, Bình Dương",4,4
Giá thỏa thuận,210 m²,,"Hà Đông, Hà Nội",6,6
33 tỷ,260 m²,"126,92 tr/m²","Bình Thạnh, Hồ Chí Minh",,
Giá thỏa thuận,118 m²,,"Gia Lâm, Hà Nội",,
"2,79 tỷ","70,6 m²","39,52 tr/m²","Thuận An, Bình Dương",2,2
Giá thỏa thuận,108 m²,,"Sơn Trà, Đà Nẵng",,
"7,7 tỷ",90 m²,"85,56 tr/m²","Bắc Từ Liêm, Hà Nội",,
"4,5 tỷ",30 m²,150 tr/m²,"Gia Lâm, Hà Nội",2,2
70 tỷ,300 m²,"233,33 tr/m²","Quận 10, Hồ Chí Minh",20,20
"181,3 tỷ",980 m²,185 tr/m²,"Gò Vấp, Hồ Chí Minh",83,84
"7,6 tỷ",200 m²,38 tr/m²,"Quận 9, Hồ Chí Minh",,
"7,3 tỷ",87 m²,"83,91 tr/m²","Cẩm Lệ, Đà Nẵng",1,1
"7,96 tỷ",126 m²,"63,18 tr/m²","Nam Từ Liêm, Hà Nội",3,2
8 tỷ,70 m²,"114,29 tr/m²","Văn Giang, Hưng Yên",,
"10,8 tỷ",160 m²,"67,5 tr/m²","Quận 12, Hồ Chí Minh",4,5
Giá thỏa thuận,26 m²,,"Cầu Giấy, Hà Nội",4,4
35 tỷ,330 m²,"106,06 tr/m²","Tân Bình, Hồ Chí Minh",,
Giá thỏa thuận,96 m²,,"Nam Từ Liêm, Hà Nội",,
"11,24 tỷ",107 m²,105 tr/m²,"Bắc Từ Liêm, Hà Nội",3,2
3 tỷ,60 m²,50 tr/m²,"Thuận An, Bình Dương",3,3
"21,9 tỷ","50,3 m²","435,39 tr/m²","Cầu Giấy, Hà Nội",,
"3,3 tỷ",90 m²,"36,67 tr/m²","Bến Lức, Long An",5,3
"5,9 tỷ",42 m²,"140,48 tr/m²","Long Biên, Hà Nội",3,4
"3,25 tỷ",53 m²,"61,32 tr/m²","Quận 9, Hồ Chí Minh",,
"5,3 tỷ",94 m²,"56,38 tr/m²","Hà Đông, Hà Nội",3,2
26 tỷ,65 m²,400 tr/m²,"Cầu Giấy, Hà Nội",,
"18,5 tỷ",142 m²,"130,28 tr/m²","Tân Phú, Hồ Chí Minh",3,3
"5,9 tỷ",150 m²,"39,33 tr/m²","Bến Lức, Long An",5,4
"5,9 tỷ",150 m²,"39,33 tr/m²","Bến Lức, Long An",5,4
"15,95 tỷ","47,3 m²","337,21 tr/m²","Cầu Giấy, Hà Nội",5,4
"1,54 tỷ",55 m²,28 tr/m²,"Bình Chánh, Hồ Chí Minh",2,2
"1,96 tỷ","41,9 m²","46,78 tr/m²","Nha Trang, Khánh Hòa",2,1
26 tỷ,"150,77 m²","172,45 tr/m²","Bình Thạnh, Hồ Chí Minh",,1
"1,92 tỷ",2.250 m²,"853,33 nghìn/m²","Chơn Thành, Bình Phước",,
"23,9 tỷ",130 m²,"183,85 tr/m²","Quận 7, Hồ Chí Minh",5,4
"7,35 tỷ",35 m²,210 tr/m²,"Hoàng Mai, Hà Nội",3,4
Giá thỏa thuận,76 m²,,"Tây Hồ, Hà Nội",22,22
"3,35 tỷ",108 m²,"31,02 tr/m²","Ngũ Hành Sơn, Đà Nẵng",,
"3,25 tỷ",32 m²,"101,56 tr/m²","Hà Đông, Hà Nội",3,3
159 tỷ,340 m²,"467,65 tr/m²","Hà Đông, Hà Nội",,
"4,95 tỷ",57 m²,"86,84 tr/m²","Quận 2, Hồ Chí Minh",1,1
"7,35 tỷ","51,1 m²","143,84 tr/m²","Quận 3, Hồ Chí Minh",3,3
"2,32 tỷ",63 m²,"36,78 tr/m²","Bình Tân, Hồ Chí Minh",2,2
242 triệu,121 m²,2 tr/m²,"Quốc Oai, Hà Nội",,
Giá thỏa thuận,56 m²,,"Quận 11, Hồ Chí Minh",5,5
"7,85 tỷ",44 m²,"178,41 tr/m²","Hà Đông, Hà Nội",4,4
"4,5 tỷ","83,62 m²","53,82 tr/m²","Bắc Từ Liêm, Hà Nội",2,2
Giá thỏa thuận,140 m²,,"Sơn Trà, Đà Nẵng",,
Giá thỏa thuận,300 m²,,"Ngũ Hành Sơn, Đà Nẵng",3,3
"6,5 tỷ",60 m²,"108,33 tr/m²","Phủ Lý, Hà Nam",3,2
325 triệu,400 m²,"812,5 nghìn/m²","Phú Giáo, Bình Dương",,
139 tỷ,700 m²,"198,57 tr/m²","Quận 2, Hồ Chí Minh",,
Giá thỏa thuận,90 m²,,"Sóc Sơn, Hà Nội",,
"5,5 tỷ",64 m²,"85,94 tr/m²","Thanh Xuân, Hà Nội",2,2
"7,3 tỷ",97 m²,"75,26 tr/m²","Thanh Xuân, Hà Nội",3,2
"7,5 tỷ",100 m²,75 tr/m²,"Thanh Xuân, Hà Nội",3,2
"6,9 tỷ","80,3 m²","85,93 tr/m²","Hai Bà Trưng, Hà Nội",2,2
35 tỷ,106 m²,"330,19 tr/m²","Đống Đa, Hà Nội",3,2
"8,5 tỷ",48 m²,"177,08 tr/m²","Bình Thạnh, Hồ Chí Minh",4,4
Giá thỏa thuận,106 m²,,"Đống Đa, Hà Nội",3,2
"9,34 tỷ","106,1 m²","88,03 tr/m²","Nam Từ Liêm, Hà Nội",3,2
"12,9 tỷ",32 m²,"403,12 tr/m²","Đống Đa, Hà Nội",3,4
"4,19 tỷ",107 m²,"39,16 tr/m²","Hà Đông, Hà Nội",3,2
Giá thỏa thuận,79 m²,,"Khoái Châu, Hưng Yên",,
"11,5 tỷ",64 m²,"179,69 tr/m²","Quận 10, Hồ Chí Minh",,
2 tỷ,99 m²,"20,2 tr/m²","Chương Mỹ, Hà Nội",,
"29,5 tỷ","107,5 m²","274,42 tr/m²","Quận 10, Hồ Chí Minh",,
"27,5 tỷ",120 m²,"229,17 tr/m²","Hai Bà Trưng, Hà Nội",36,36
Giá thỏa thuận,106 m²,,"Thanh Xuân, Hà Nội",3,2
"11,3 tỷ",85 m²,"132,94 tr/m²","Đông Anh, Hà Nội",1,1
Giá thỏa thuận,3.134 m²,,"Sơn Tây, Hà Nội",,
9 tỷ,"100,7 m²","89,37 tr/m²","Nam Từ Liêm, Hà Nội",3,
"33,2 tỷ",120 m²,"276,67 tr/m²","Phú Nhuận, Hồ Chí Minh",,
Giá thỏa thuận,116 m²,,"Hà Đông, Hà Nội",3,2
Giá thỏa thuận,55 m²,,"Nam Từ Liêm, Hà Nội",,
Giá thỏa thuận,55 m²,,"Hai Bà Trưng, Hà Nội",2,2
Giá thỏa thuận,115 m²,,"Nam Từ Liêm, Hà Nội",3,2
Giá thỏa thuận,43 m²,,"Nam Từ Liêm, Hà Nội",,
"6,2 tỷ",51 m²,"121,57 tr/m²","Quận 2, Hồ Chí Minh",1,1
"11,29 tỷ",73 m²,"154,6 tr/m²","Thủ Đức, Hồ Chí Minh",6,7
41 tỷ,200 m²,205 tr/m²,"Quận 2, Hồ Chí Minh",,
"3,8 tỷ",74 m²,"51,35 tr/m²","Quy Nhơn, Bình Định",3,2
"23,5 tỷ",60 m²,"391,67 tr/m²","Đống Đa, Hà Nội",16,18
"5,9 tỷ",90 m²,"65,56 tr/m²","Hà Đông, Hà Nội",2,2
70 tỷ,306 m²,"228,76 tr/m²","Văn Giang, Hưng Yên",,
"1,89 tỷ",54 m²,35 tr/m²,"Thuận An, Bình Dương",1,1
"1,37 tỷ","94,3 m²","14,53 tr/m²","Hương Thủy, Thừa Thiên Huế",,
"3,4 tỷ",114 m²,"29,82 tr/m²","Quận 12, Hồ Chí Minh",3,2
"3,4 tỷ",114 m²,"29,82 tr/m²","Quận 12, Hồ Chí Minh",3,2
12 tỷ,40 m²,300 tr/m²,"Hai Bà Trưng, Hà Nội",,
"2,7 tỷ",100 m²,27 tr/m²,"Thuận Thành, Bắc Ninh",,
Giá thỏa thuận,80 m²,,"Thanh Xuân, Hà Nội",3,2
"1,37 tỷ",81 m²,"16,91 tr/m²","Giao Thủy, Nam Định",,
"8,51 tỷ",127 m²,67 tr/m²,"Thanh Xuân, Hà Nội",3,
"1,5 tỷ",113 m²,"13,27 tr/m²","Cần Giờ, Hồ Chí Minh",,
Giá thỏa thuận,80 m²,,"Lương Sơn, Hòa Bình",,
Giá thỏa thuận,"104,5 m²",,"Gia Lâm, Hà Nội",,
450 triệu,2.000 m²,225 nghìn/m²,"Phú Riềng, Bình Phước",,
"3,6 tỷ",72 m²,50 tr/m²,"Nam Từ Liêm, Hà Nội",2,2
27 tỷ,85 m²,"317,65 tr/m²","Đông Anh, Hà Nội",,
Giá thỏa thuận,"189,2 m²",,"Thanh Trì, Hà Nội",4,3
Giá thỏa thuận,52 m²,,"Dĩ An, Bình Dương",2,2
"5,51 tỷ",81 m²,68 tr/m²,"Nhà Bè, Hồ Chí Minh",2,2
"6,3 tỷ",32 m²,"196,88 tr/m²","Nam Từ Liêm, Hà Nội",3,4
Giá thỏa thuận,66 m²,,"Gia Lâm, Hà Nội",2,2
"3,75 tỷ",75 m²,50 tr/m²,"Thái Bình, Thái Bình",,
15 tỷ,120 m²,125 tr/m²,"Bình Tân, Hồ Chí Minh",5,5
13 tỷ,260 m²,50 tr/m²,"Thạch Thất, Hà Nội",5,4
6 tỷ,"77,8 m²","77,12 tr/m²","Hai Bà Trưng, Hà Nội",2,2
18 tỷ,633 m²,"28,44 tr/m²","Đà Lạt, Lâm Đồng",,
7 tỷ,40 m²,175 tr/m²,"Long Biên, Hà Nội",4,3
"3,55 tỷ",67 m²,"52,98 tr/m²","Quận 9, Hồ Chí Minh",2,2
"4,5 tỷ",14.000 m²,"321,43 nghìn/m²","Lạc Dương, Lâm Đồng",,
"7,59 tỷ",69 m²,110 tr/m²,"Hoài Đức, Hà Nội",,
31 tỷ,372 m²,"83,33 tr/m²","Gò Vấp, Hồ Chí Minh",4,3
"16,3 tỷ","268,5 m²","60,71 tr/m²","Mê Linh, Hà Nội",,
"1,2 tỷ",1.000 m²,"1,2 tr/m²","Cái Bè, Tiền Giang",,
"8,6 tỷ",225 m²,"38,22 tr/m²","Bến Lức, Long An",4,3
"5,3 tỷ",105 m²,"50,48 tr/m²","Nhà Bè, Hồ Chí Minh",3,2
"8,5 tỷ",105 m²,"80,95 tr/m²","Kim Bảng, Hà Nam",,
Giá thỏa thuận,70 m²,,"Long Biên, Hà Nội",4,5
"4,9 tỷ",50 m²,98 tr/m²,"Bắc Từ Liêm, Hà Nội",3,2
"11,9 tỷ",125 m²,"95,2 tr/m²","Hai Bà Trưng, Hà Nội",3,2
"3,6 tỷ",73 m²,"49,32 tr/m²","Quận 2, Hồ Chí Minh",2,2
"3,84 tỷ",68 m²,"56,47 tr/m²","Bình Tân, Hồ Chí Minh",2,2
"10,6 tỷ",180 m²,"58,89 tr/m²","Từ Sơn, Bắc Ninh",5,5
32 tỷ,622 m²,"51,45 tr/m²","Bến Lức, Long An",,
"3,2 tỷ",80 m²,40 tr/m²,"Thạch Thất, Hà Nội",,
"2,22 tỷ",87 m²,"25,5 tr/m²","Hưng Yên, Hưng Yên",,
"5,1 tỷ","67,5 m²","75,56 tr/m²","Kiến An, Hải Phòng",3,3
72 tỷ,125 m²,576 tr/m²,"Tây Hồ, Hà Nội",,
Giá thỏa thuận,129 m²,,"Hoài Đức, Hà Nội",,
3 tỷ,81 m²,"37,04 tr/m²","Thuận An, Bình Dương",3,2
"3,5 tỷ",50 m²,70 tr/m²,"Thủ Đức, Hồ Chí Minh",,
"4,05 tỷ",56 m²,"72,32 tr/m²","Cầu Giấy, Hà Nội",2,2
Giá thỏa thuận,"58,2 m²",,"Móng Cái, Quảng Ninh",4,4
"4,5 tỷ",79 m²,"56,96 tr/m²","Văn Giang, Hưng Yên",3,2
"2,85 tỷ",50 m²,57 tr/m²,"Gia Lâm, Hà Nội",1,1
"7,85 tỷ",106 m²,"74,06 tr/m²","Ba Đình, Hà Nội",3,2
"3,9 tỷ",46 m²,"84,78 tr/m²","Hà Đông, Hà Nội",4,4
"4,2 tỷ",117 m²,"35,9 tr/m²","Nhà Bè, Hồ Chí Minh",3,3
"15,5 tỷ",180 m²,"86,11 tr/m²","Tân Bình, Hồ Chí Minh",3,3
"4,75 tỷ",48 m²,"98,96 tr/m²","Tân Bình, Hồ Chí Minh",3,2
"5,9 tỷ",312 m²,"18,91 tr/m²","Điện Bàn, Quảng Nam",,
460 triệu,304 m²,"1,51 tr/m²","Chơn Thành, Bình Phước",,
34 tỷ,280 m²,"121,43 tr/m²","Tân Bình, Hồ Chí Minh",32,32
"5,7 tỷ",120 m²,"47,5 tr/m²","Ngũ Hành Sơn, Đà Nẵng",5,4
"3,8 tỷ",7.135 m²,"532,59 nghìn/m²","Trảng Bom, Đồng Nai",,
"3,8 tỷ",7.135 m²,"532,59 nghìn/m²","Trảng Bom, Đồng Nai",,
"8,3 tỷ",35 m²,"237,14 tr/m²","Hai Bà Trưng, Hà Nội",3,4
"39,5 tỷ",189 m²,209 tr/m²,"Bình Thạnh, Hồ Chí Minh",24,
"4,5 tỷ",77 m²,"58,44 tr/m²","Nam Từ Liêm, Hà Nội",2,2
"3,21 tỷ",63 m²,51 tr/m²,"Gia Lâm, Hà Nội",2,2
"4,8 tỷ",85 m²,"56,47 tr/m²","Long Biên, Hà Nội",3,2
"6,3 tỷ",120 m²,"52,5 tr/m²","Cam Ranh, Khánh Hòa",3,
"3,24 tỷ",54 m²,60 tr/m²,"Hà Đông, Hà Nội",2,1
"11,2 tỷ",83 m²,135 tr/m²,"Ba Đình, Hà Nội",2,2
"5,5 tỷ",80 m²,"68,75 tr/m²","Nhà Bè, Hồ Chí Minh",,
"1,64 tỷ",28 m²,"58,57 tr/m²","Gia Lâm, Hà Nội",1,1
"4,6 tỷ",76 m²,"60,53 tr/m²","Quận 2, Hồ Chí Minh",2,2
"8,3 tỷ",75 m²,"110,67 tr/m²","Quận 9, Hồ Chí Minh",3,3
"10,5 tỷ",100 m²,105 tr/m²,"Phan Thiết, Bình Thuận",8,7
"3,8 tỷ",56 m²,"67,86 tr/m²","Quận 7, Hồ Chí Minh",1,1
Giá thỏa thuận,64 m²,,"Sơn Trà, Đà Nẵng",2,2
"2,8 tỷ",54 m²,"51,85 tr/m²","Quận 2, Hồ Chí Minh",2,2
"3,1 tỷ","72,8 m²","42,58 tr/m²","Bắc Ninh, Bắc Ninh",,
"2,57 tỷ","65,3 m²","39,34 tr/m²","Sa Pa, Lào Cai",2,2
45 tỷ,170 m²,"264,71 tr/m²","Quận 2, Hồ Chí Minh",4,3
75 tỷ,200 m²,375 tr/m²,"Bình Thạnh, Hồ Chí Minh",,16
"6,75 tỷ",83 m²,"81,32 tr/m²","Hai Bà Trưng, Hà Nội",2,2
Giá thỏa thuận,58 m²,,"Bến Lức, Long An",1,1
"5,2 tỷ","96,3 m²",54 tr/m²,"Nha Trang, Khánh Hòa",,
"16,9 tỷ",43 m²,"393,02 tr/m²","Tây Hồ, Hà Nội",6,5
"1,3 tỷ","1.206,9 m²","1,08 tr/m²","Trảng Bàng, Tây Ninh",,
"1,84 tỷ",108 m²,17 tr/m²,"Cam Lâm, Khánh Hòa",,
12 tỷ,91 m²,"131,87 tr/m²","Tây Hồ, Hà Nội",2,2
"4,1 tỷ",93 m²,"44,09 tr/m²","Thanh Trì, Hà Nội",3,3
"18,25 tỷ",208 m²,"87,74 tr/m²","Thủy Nguyên, Hải Phòng",,
Giá thỏa thuận,52 m²,,"Phú Nhuận, Hồ Chí Minh",4,3
14 tỷ,100 m²,140 tr/m²,"Thủy Nguyên, Hải Phòng",,
"3,12 tỷ","63,5 m²","49,13 tr/m²","Văn Giang, Hưng Yên",2,
13 tỷ,48 m²,"270,83 tr/m²","Hai Bà Trưng, Hà Nội",10,11
"4,1 tỷ",74 m²,"55,4 tr/m²","Quận 10, Hồ Chí Minh",2,2
"5,55 tỷ",93 m²,"59,68 tr/m²","Hoàng Mai, Hà Nội",3,2
"1,42 tỷ",90 m²,"15,78 tr/m²","Vĩnh Cửu, Đồng Nai",2,2
"1,85 tỷ",75 m²,"24,67 tr/m²","Cần Giuộc, Long An",3,2
"5,6 tỷ",110 m²,"50,91 tr/m²","Thủy Nguyên, Hải Phòng",,
"5,7 tỷ","48,2 m²","118,26 tr/m²","Hoài Đức, Hà Nội",,
"7,5 tỷ",95 m²,"78,95 tr/m²","Nam Từ Liêm, Hà Nội",3,2
"7,15 tỷ",43 m²,"166,28 tr/m²","Long Biên, Hà Nội",5,4
Giá thỏa thuận,"114,2 m²",,"Cầu Giấy, Hà Nội",3,2
5 tỷ,85 m²,"58,82 tr/m²","Long Biên, Hà Nội",3,2
"6,3 tỷ","61,7 m²","102,11 tr/m²","Nhà Bè, Hồ Chí Minh",4,5
Giá thỏa thuận,48 m²,,"Phúc Thọ, Hà Nội",,
"23,5 tỷ",62 m²,"379,03 tr/m²","Thanh Xuân, Hà Nội",5,4
35 triệu,70 m²,500 nghìn/m²,"Thạch Thất, Hà Nội",2,
"12,6 tỷ",300 m²,42 tr/m²,"Mê Linh, Hà Nội",,
"1,75 tỷ",54 m²,"32,41 tr/m²","Thuận An, Bình Dương",1,1
"2,25 tỷ",59 m²,"38,14 tr/m²","Quận 2, Hồ Chí Minh",2,2
"39,9 tỷ",128 m²,"311,72 tr/m²","Phú Nhuận, Hồ Chí Minh",,
"6,05 tỷ",130 m²,"46,54 tr/m²","Nam Từ Liêm, Hà Nội",3,2
6 tỷ,83 m²,"72,29 tr/m²","Quận 2, Hồ Chí Minh",2,2
"7,32 tỷ",133 m²,55 tr/m²,"Nam Từ Liêm, Hà Nội",3,3
"1,57 tỷ",51 m²,"30,78 tr/m²","Dĩ An, Bình Dương",2,2
"6,1 tỷ",104 m²,"58,65 tr/m²","Nam Từ Liêm, Hà Nội",3,2
"7,38 tỷ",123 m²,60 tr/m²,"Hà Đông, Hà Nội",4,2
"19,2 tỷ",88 m²,"218,18 tr/m²","Nam Từ Liêm, Hà Nội",9,9
"3,6 tỷ","91,5 m²","39,34 tr/m²","Thanh Xuân, Hà Nội",,
2 tỷ,130 m²,"15,38 tr/m²","Củ Chi, Hồ Chí Minh",,
"7,9 tỷ",99 m²,"79,8 tr/m²","Nhà Bè, Hồ Chí Minh",4,5
"6,1 tỷ","104,7 m²","58,26 tr/m²","Hoàng Mai, Hà Nội",3,2
"2,38 tỷ","43,7 m²","54,51 tr/m²","Quận 7, Hồ Chí Minh",1,1
"3,53 tỷ",86 m²,41 tr/m²,"Thủ Dầu Một, Bình Dương",2,2
"50,75 tỷ",3.500 m²,"14,5 tr/m²","Quận 9, Hồ Chí Minh",,
Giá thỏa thuận,"125,7 m²",,"Bắc Từ Liêm, Hà Nội",3,2
"4,3 tỷ",76 m²,"56,58 tr/m²","Quận 2, Hồ Chí Minh",2,1
"5,25 tỷ",76 m²,"69,08 tr/m²","Quận 7, Hồ Chí Minh",2,2
"29,9 tỷ",180 m²,"166,11 tr/m²","Bình Thạnh, Hồ Chí Minh",,
"6,3 tỷ",76 m²,"82,9 tr/m²","Tây Hồ, Hà Nội",1,2
850 triệu,"74,5 m²","11,41 tr/m²","Đồ Sơn, Hải Phòng",,
"4,9 tỷ",413 m²,"11,86 tr/m²","Đức Hòa, Long An",,
"8,2 tỷ","83,9 m²","97,74 tr/m²","Nhà Bè, Hồ Chí Minh",5,5
"2,39 tỷ","75,24 m²","31,76 tr/m²","Nha Trang, Khánh Hòa",2,2
Giá thỏa thuận,56 m²,,"Ngô Quyền, Hải Phòng",,
